Badwater,"['rock climbing ', 'highly recommended', 'good for pictures', 'golf', 'parks', 'natural view']","[('rock climbing ', 'rock face'), ('highly recommended', 'highly recommend'), ('good for pictures', 'picture opportunities'), ('good for pictures', 'taking pictures'), ('golf', 'golf course'), ('parks', 'national park'), ('natural view', 'national park')]"
Balboa Island,"['sea creature', 'animals', 'shopping', 'restaurant & food', 'exhibitions', 'ocean view', 'biking', 'beach', 'surfing', 'highly recommended', 'amusement park', 'whale watching']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('shopping', 'shopping district'), ('restaurant & food', 'eat shop'), ('restaurant & food', 'shops restaurants'), ('restaurant & food', 'eat drink'), ('exhibitions', 'art galleries'), ('shopping', 'candy shops'), ('ocean view', 'pacific ocean'), ('biking', 'renting bikes'), ('beach', 'sandy beaches'), ('restaurant & food', 'mexican food'), ('surfing', 'swimming surfing'), ('highly recommended', 'highly recommend'), ('amusement park', 'carnival rides'), ('ocean view', 'pacific ocean'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('sea creature', 'saw dolphins'), ('animals', 'saw dolphins'), ('amusement park', 'amusement park'), ('shopping', 'quaint shops'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('amusement park', 'ferris wheel')]"
Balboa Island Ferry,"['sea creature', 'animals', 'shopping', 'ocean view', 'biking', 'beach', 'restaurant & food', 'surfing', 'highly recommended', 'whale watching', 'amusement park']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('shopping', 'ice cream'), ('ocean view', 'pacific coast'), ('biking', 'rented bikes'), ('beach', 'newport beach'), ('restaurant & food', 'mexican food'), ('surfing', 'paddle boarding'), ('highly recommended', 'highly recommend'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('amusement park', 'amusement park'), ('sea creature', 'sea lions'), ('animals', 'sea lions')]"
Balboa Park,"['exhibitions', 'performance', 'shopping', 'natural view', 'museum', 'gardens', 'concert', 'restaurant & food', 'highly recommended', 'arts', 'music', 'architecture', 'good for pictures', 'amusement park', 'historical site']","[('exhibitions', 'temporary exhibits'), ('performance', 'street entertainers'), ('shopping', 'ice cream'), ('natural view', 'tall trees'), ('museum', 'art museum'), ('gardens', 'tea garden'), ('concert', 'organ concert'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('arts', 'fine art'), ('music', 'music playing'), ('architecture', 'spanish architecture'), ('good for pictures', 'photo opportunities'), ('natural view', 'palm trees'), ('amusement park', 'theme parks'), ('performance', 'live performances'), ('shopping', 'shopping dining'), ('historical site', 'veterans memorial')]"
Battleship USS Iowa BB-61,"['exhibitions', 'museum', 'highly recommended', 'good for pictures', 'historical site']","[('exhibitions', 'wwii korean'), ('museum', 'maritime museum'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo op'), ('historical site', 'history buffs')]"
Birch Aquarium at Scripps,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'ocean view', 'highly recommended', 'water fountain', 'natural view']","[('sea creature', 'sea horses'), ('animals', 'sea horses'), ('restaurant & food', 'snack bar'), ('exhibitions', 'rotating exhibits'), ('ocean view', 'pacific ocean'), ('animals', 'jelly fish'), ('animals', 'shark feeding'), ('restaurant & food', 'food drinks'), ('highly recommended', 'highly recommend'), ('ocean view', 'pacific ocean'), ('water fountain', 'water fountain'), ('exhibitions', 'interactive displays'), ('natural view', 'kelp forest')]"
Bixby Bridge,"['exhibitions', 'wines', 'ocean view', 'highly recommended', 'architecture', 'good for pictures', 'parks', 'natural view']","[('exhibitions', 'art deco'), ('wines', 'wine tasting'), ('ocean view', 'pacific coast'), ('highly recommended', 'highly recommend'), ('architecture', 'architectural wonder'), ('good for pictures', 'photo ops'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('parks', 'state park'), ('natural view', 'state park')]"
Bridalveil Falls,"['rock climbing', 'shopping', 'surfing', 'highly recommended', 'good for pictures', 'parks', 'natural view']","[('rock climbing', 'slippery rocks'), ('shopping', 'souvenir shops'), ('surfing', 'crashing waves'), ('highly recommended', 'highly recommend'), ('good for pictures', 'picture opportunities'), ('good for pictures', 'taking photos'), ('parks', 'national park'), ('natural view', 'national park')]"
Cable Car Museum,"['restaurant & food', 'shopping', 'animals', 'highly recommended', 'architecture', 'good for pictures', 'mountain view', 'historical site']","[('restaurant & food', 'coffee shop'), ('shopping', 'coffee shop'), ('animals', 'birds eye'), ('highly recommended', 'highly suggest'), ('architecture', 'engineering marvel'), ('good for pictures', 'photo op'), ('mountain view', 'nob hill'), ('historical site', 'history buffs')]"
Cabrillo National Monument,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'ocean view', 'natural view', 'museum', 'rock climbing ', 'surfing', 'car rental', 'highly recommended', 'good for pictures', 'whale watching', 'mountain view', 'historical site', 'amusement park']","[('sea creature', 'tide pools'), ('animals', 'tide pools'), ('restaurant & food', 'snack bar'), ('exhibitions', 'native americans'), ('ocean view', 'pacific ocean'), ('animals', 'birds eye'), ('natural view', 'pine trees'), ('museum', 'museum tells'), ('rock climbing ', 'rock formations'), ('surfing', 'watch sunset'), ('car rental', 'rental car'), ('restaurant & food', 'snacks drinks'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('natural view', 'pine trees'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('mountain view', 'sits atop'), ('historical site', 'historical site'), ('amusement park', 'amusement parks'), ('natural view', 'kelp forest'), ('historical site', 'history buffs')]"
Calico Ghost Town,"['shopping', 'restaurant & food', 'exhibitions', 'peaceful serene', 'highly recommended', 'music', 'architecture', 'good for pictures', 'amusement park', 'historical site', 'parks', 'natural view']","[('shopping', 'shopping mall'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'stores restaurants'), ('exhibitions', 'african american'), ('restaurant & food', 'hot dog'), ('shopping', 'shops restaurants'), ('restaurant & food', 'food vendors'), ('peaceful serene', 'peace quiet'), ('highly recommended', 'highly recommend'), ('music', 'band playing'), ('architecture', 'western style'), ('good for pictures', 'picture opportunities'), ('good for pictures', 'taking pictures'), ('amusement park', 'theme park'), ('amusement park', 'theme parks'), ('shopping', 'quaint shops'), ('historical site', 'history buff'), ('parks', 'national park'), ('natural view', 'national park')]"
California Academy of Sciences,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'performance', 'wines', 'shopping', 'museum', 'theater', 'gardens', 'highly recommended', 'good for pictures', 'aquarium']","[('sea creature', 'sea horses'), ('animals', 'sea horses'), ('restaurant & food', 'coffee shop'), ('exhibitions', 'temporary exhibits'), ('performance', 'living roof'), ('wines', 'beer wine'), ('shopping', 'coffee shop'), ('museum', 'science museum'), ('theater', 'imax movie'), ('gardens', 'tea garden'), ('animals', 'planetarium show'), ('restaurant & food', 'food trucks'), ('highly recommended', 'highly recommend'), ('good for pictures', 'taking pictures'), ('exhibitions', 'interactive displays'), ('performance', 'live music'), ('theater', 'imax movie'), ('aquarium', 'planetarium aquarium'), ('performance', 'planetarium show')]"
California Science Center,"['sea creature', 'animals', 'exhibitions', 'shopping', 'theater', 'gardens', 'restaurant & food', 'highly recommended', 'good for pictures']","[('sea creature', 'sea creatures'), ('animals', 'sea creatures'), ('exhibitions', 'special exhibitions'), ('shopping', 'ice cream'), ('animals', 'touch tanks'), ('theater', 'imax theater'), ('gardens', 'rose garden'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('exhibitions', 'interactive displays'), ('theater', 'imax theater')]"
California State Capitol Museum,"['restaurant & food', 'exhibitions', 'shopping', 'natural view', 'gardens', 'highly recommended', 'music', 'good for pictures', 'water fountain', 'historical site']","[('restaurant & food', 'coffee shop'), ('restaurant & food', 'ate lunch'), ('exhibitions', 'art work'), ('shopping', 'coffee shop'), ('natural view', 'coastal redwoods'), ('gardens', 'rose garden'), ('restaurant & food', 'ate lunch'), ('highly recommended', 'highly suggest'), ('music', 'music playing'), ('good for pictures', 'taking pictures'), ('water fountain', 'water fountain'), ('natural view', 'palm trees'), ('historical site', 'history lesson'), ('historical site', 'veterans memorial')]"
California State Railroad Museum,"['restaurant & food', 'exhibitions', 'shopping', 'ocean view', 'highly recommended', 'good for pictures', 'historical site']","[('restaurant & food', 'eat drink'), ('exhibitions', 'art work'), ('shopping', 'ice cream'), ('ocean view', 'west coast'), ('restaurant & food', 'sweet treats'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('exhibitions', 'interactive displays'), ('historical site', 'history buffs'), ('restaurant & food', 'hot chocolate')]"
Cannery Row,"['sea creature', 'animals', 'shopping', 'restaurant & food', 'wines', 'ocean view', 'biking', 'beach', 'highly recommended', 'pier', 'whale watching', 'historical site', 'performance']","[('sea creature', 'seals otters'), ('animals', 'seals otters'), ('shopping', 'shopping district'), ('restaurant & food', 'eat shop'), ('restaurant & food', 'shops restaurants'), ('wines', 'wine tasting'), ('shopping', 'candy shops'), ('ocean view', 'west coast'), ('animals', 'jelly fish'), ('biking', 'bike ride'), ('beach', 'pismo beach'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('pier', 'pismo beach'), ('whale watching', 'whale watching'), ('sea creature', 'whale watching'), ('animals', 'whale watching'), ('historical site', 'historic site'), ('performance', 'live music'), ('shopping', 'quaint shops'), ('shopping', 'shopping dining'), ('sea creature', 'seals otters'), ('animals', 'seals otters'), ('restaurant & food', 'hot fudge'), ('shopping', 'shopping center')]"
Carmel River State Beach,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'wines', 'shopping', 'ocean view', 'natural view', 'surfing', 'car rental', 'highly recommended', 'good for pictures', 'water fountain', 'golf']","[('sea creature', 'dolphins whales'), ('animals', 'dolphins whales'), ('restaurant & food', 'coffee shop'), ('restaurant & food', 'italian restaurants'), ('exhibitions', 'art galleries'), ('wines', 'wine tasting'), ('shopping', 'shops restaurants'), ('ocean view', 'pacific coast'), ('natural view', 'cypress trees'), ('surfing', 'watching surfers'), ('car rental', 'rental car'), ('restaurant & food', 'food outlets'), ('surfing', 'crashing waves'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo opportunities'), ('ocean view', 'pacific ocean'), ('water fountain', 'water fountain'), ('sea creature', 'saw dolphins'), ('animals', 'saw dolphins'), ('sea creature', 'dolphins whales'), ('animals', 'dolphins whales'), ('golf', 'golf course')]"
Castello di Amorosa,"['exhibitions', 'wines', 'natural view', 'restaurant & food', 'highly recommended', 'architecture', 'good for pictures']","[('exhibitions', 'art deco'), ('wines', 'wine tastings'), ('natural view', 'redwood forest'), ('restaurant & food', 'dessert wines'), ('highly recommended', 'highly recommend'), ('architecture', 'architectural details'), ('good for pictures', 'photo shots'), ('good for pictures', 'taking pictures'), ('natural view', 'redwood forest')]"
Children's Pool,"['sea creature', 'animals', 'exhibitions', 'rock climbing', 'shopping', 'ocean view', 'museum', 'rock climbing ', 'beach', 'surfing', 'highly recommended', 'natural view', 'good for pictures']","[('sea creature', 'sea shells'), ('animals', 'sea shells'), ('exhibitions', 'art museum'), ('rock climbing', 'feet wet'), ('shopping', 'coffee shops'), ('ocean view', 'pacific ocean'), ('museum', 'art museum'), ('rock climbing ', 'rock formations'), ('beach', 'sandy beach'), ('surfing', 'watch sunset'), ('surfing', 'waves crashing'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lovers'), ('good for pictures', 'photo opportunities'), ('good for pictures', 'taking selfies'), ('ocean view', 'pacific ocean'), ('animals', 'natural habitat'), ('sea creature', 'seals sea'), ('animals', 'seals sea'), ('animals', 'wild animals')]"
Chinatown,"['shopping', 'restaurant & food', 'exhibitions', 'bridge', 'performance', 'gardens', 'highly recommended', 'music', 'amusement park', 'good for pictures', 'mountain view']","[('shopping', 'shopping mall'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'restaurants serving'), ('exhibitions', 'asian culture'), ('bridge', 'gate bridge'), ('performance', 'street musicians'), ('shopping', 'shops restaurants'), ('gardens', 'tea garden'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('music', 'musicians playing'), ('amusement park', 'carnival rides'), ('good for pictures', 'photo op'), ('mountain view', 'nob hill'), ('shopping', 'cute shops'), ('restaurant & food', 'fresh fish'), ('restaurant & food', 'fresh fish')]"
Citadel Outlets,"['shopping', 'restaurant & food', 'highly recommended', 'music']","[('shopping', 'shopping mall'), ('restaurant & food', 'coffee shop'), ('restaurant & food', 'restaurants nearby'), ('shopping', 'coffee shops'), ('restaurant & food', 'food options'), ('highly recommended', 'highly recommend'), ('music', 'music playing'), ('shopping', 'outdoor mall'), ('shopping', 'shopping centre')]"
Coit Tower,"['exhibitions', 'bridge', 'shopping', 'museum', 'highly recommended', 'arts', 'good for pictures', 'mountain view']","[('exhibitions', 'men women'), ('bridge', 'bay bridge'), ('shopping', 'cheap souvenirs'), ('museum', 'art museum'), ('highly recommended', 'highly recommend'), ('arts', 'fine arts'), ('good for pictures', 'picture taking'), ('mountain view', 'hill overlooking')]"
Coronado Bridge,"['restaurant & food', 'exhibitions', 'beach', 'car rental', 'highly recommended', 'cruise', 'historical site', 'amusement park', 'ferry']","[('restaurant & food', 'ate lunch'), ('exhibitions', 'art galleries'), ('beach', 'sandy beaches'), ('car rental', 'rental car'), ('restaurant & food', 'ate lunch'), ('highly recommended', 'highly recommend'), ('cruise', 'harbor cruise'), ('historical site', 'veterans memorial'), ('amusement park', 'roller coaster'), ('ferry', 'ferry landing')]"
Coronado Island,"['restaurant & food', 'bridge', 'shopping', 'ocean view', 'biking', 'beach', 'surfing', 'car rental', 'highly recommended', 'music', 'good for pictures', 'performance', 'cruise', 'ferry']","[('restaurant & food', 'shops restaurants'), ('bridge', 'bay bridge'), ('shopping', 'shops restaurants'), ('ocean view', 'pacific ocean'), ('biking', 'ride bikes'), ('beach', 'sandy beach'), ('surfing', 'watch sunset'), ('car rental', 'car rental'), ('restaurant & food', 'food options'), ('surfing', 'soft sand'), ('highly recommended', 'highly recommend'), ('music', 'band playing'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('performance', 'live music'), ('shopping', 'quaint shops'), ('cruise', 'harbor cruise'), ('ferry', 'ferry boat')]"
Crissy Field,"['sea creature', 'animals', 'restaurant & food', 'rock climbing', 'bridge', 'shopping', 'ocean view', 'biking', 'beach', 'car rental', 'surfing', 'highly recommended', 'arts', 'good for pictures', 'whale watching', 'natural view', 'parks']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'restaurants nearby'), ('restaurant & food', 'snack shack'), ('rock climbing', 'feet wet'), ('bridge', 'bay bridge'), ('restaurant & food', 'hot dog'), ('shopping', 'coffee shops'), ('ocean view', 'pacific ocean'), ('animals', 'birds eye'), ('biking', 'rented bikes'), ('beach', 'sandy beach'), ('car rental', 'car rental'), ('restaurant & food', 'snack shack'), ('surfing', 'crashing waves'), ('highly recommended', 'highly recommend'), ('arts', 'fine arts'), ('good for pictures', 'photo op'), ('good for pictures', 'taking pictures'), ('ocean view', 'pacific ocean'), ('whale watching', 'whale watch'), ('sea creature', 'whale watch'), ('animals', 'whale watch'), ('natural view', 'national parks'), ('parks', 'national parks'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'hot chocolate'), ('parks', 'national park'), ('natural view', 'national park')]"
Crystal Cove State Park,"['sea creature', 'animals', 'restaurant & food', 'ocean view', 'rock climbing ', 'beach', 'peaceful serene', 'surfing', 'highly recommended', 'water fountain', 'natural view']","[('sea creature', 'dolphins swimming'), ('animals', 'dolphins swimming'), ('restaurant & food', 'breakfast lunch'), ('ocean view', 'pacific ocean'), ('rock climbing ', 'rock formations'), ('beach', 'laguna beach'), ('restaurant & food', 'food options'), ('peaceful serene', 'quiet peaceful'), ('surfing', 'dolphins swimming'), ('highly recommended', 'highly suggest'), ('ocean view', 'pacific ocean'), ('water fountain', 'water fountain'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('natural view', 'desert oasis')]"
Dante's View,"['exhibitions', 'highly recommended', 'good for pictures', 'natural view', 'parks', 'golf']","[('exhibitions', 'star wars'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo op'), ('natural view', 'national parks'), ('parks', 'national parks'), ('golf', 'golf course'), ('parks', 'national park'), ('natural view', 'national park')]"
Disney California Adventure Park,"['shopping', 'exhibitions', 'natural view', 'beach', 'restaurant & food', 'highly recommended', 'music', 'good for pictures', 'mountain view', 'amusement park']","[('shopping', 'shopping mall'), ('exhibitions', 'star wars'), ('natural view', 'john muir'), ('beach', 'laguna beach'), ('restaurant & food', 'food choices'), ('highly recommended', 'highly suggest'), ('music', 'music dancing'), ('good for pictures', 'taking pictures'), ('mountain view', 'nob hill'), ('natural view', 'palm tree'), ('amusement park', 'amusement parks'), ('amusement park', 'thrill rides'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
Disneyland Park,"['shopping', 'restaurant & food', 'exhibitions', 'ocean view', 'highly recommended', 'good for pictures', 'water fountain', 'amusement park']","[('shopping', 'shopping district'), ('restaurant & food', 'hotels restaurants'), ('restaurant & food', 'ate dinner'), ('exhibitions', 'star wars'), ('shopping', 'souvenir shops'), ('ocean view', 'west coast'), ('restaurant & food', 'food options'), ('highly recommended', 'highly suggest'), ('good for pictures', 'photo ops'), ('good for pictures', 'picture taking'), ('water fountain', 'water fountain'), ('amusement park', 'amusement parks'), ('amusement park', 'roller coasters'), ('amusement park', 'universal studios'), ('amusement park', 'universal studios')]"
Dodger Stadium,"['restaurant & food', 'exhibitions', 'shopping', 'ocean view', 'beach', 'highly recommended', 'good for pictures', 'parks', 'natural view']","[('restaurant & food', 'souvenir shop'), ('exhibitions', 'star wars'), ('restaurant & food', 'hot dog'), ('shopping', 'souvenir shop'), ('ocean view', 'west coast'), ('beach', 'venice beach'), ('restaurant & food', 'food offerings'), ('highly recommended', 'highly recommend'), ('good for pictures', 'photo ops'), ('parks', 'ball park'), ('natural view', 'palm trees')]"
Domaine Carneros,"['wines', 'ocean view', 'gardens', 'restaurant & food', 'highly recommended', 'architecture', 'good for pictures', 'mountain view']","[('wines', 'wine tastings'), ('ocean view', 'east coast'), ('gardens', 'rose gardens'), ('restaurant & food', 'cheese plate'), ('highly recommended', 'highly recommend'), ('architecture', 'style architecture'), ('good for pictures', 'photo ops'), ('mountain view', 'hill overlooking')]"
Downtown Disney,"['shopping', 'restaurant & food', 'exhibitions', 'performance', 'theater', 'car rental', 'highly recommended', 'music', 'amusement park']","[('shopping', 'shopping mall'), ('restaurant & food', 'souvenir shop'), ('restaurant & food', 'mexican restaurants'), ('exhibitions', 'star wars'), ('performance', 'street performers'), ('shopping', 'shops restaurants'), ('theater', 'movie theater'), ('car rental', 'car rental'), ('restaurant & food', 'sweet treats'), ('highly recommended', 'highly recommend'), ('music', 'music playing'), ('amusement park', 'theme park'), ('amusement park', 'theme parks'), ('performance', 'live entertainment'), ('theater', 'movie theater'), ('shopping', 'shopping eating'), ('shopping', 'shopping center')]"
El Capitan,"['rock climbing', 'rock climbing ', 'surfing', 'highly recommended', 'good for pictures', 'natural view', 'parks']","[('rock climbing', 'granite rock'), ('rock climbing ', 'cliff face'), ('surfing', 'cliff face'), ('highly recommended', 'highly recommended'), ('good for pictures', 'photo shots'), ('good for pictures', 'taking pictures'), ('natural view', 'national parks'), ('parks', 'national parks'), ('parks', 'national park'), ('natural view', 'national park')]"
Elephant Seal Rookery,"['sea creature', 'animals', 'ocean view', 'beach', 'highly recommended', 'natural view', 'good for pictures']","[('sea creature', 'sea birds'), ('animals', 'sea birds'), ('ocean view', 'coast highway'), ('beach', 'sandy beach'), ('highly recommended', 'highly recommend'), ('natural view', 'nature lover'), ('good for pictures', 'picture opportunities'), ('animals', 'natural environment'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('animals', 'wild animals')]"
Exploratorium,"['sea creature', 'animals', 'exhibitions', 'bridge', 'museum', 'surfing', 'highly recommended', 'arts', 'water fountain']","[('sea creature', 'sea glass'), ('animals', 'sea glass'), ('exhibitions', 'special exhibits'), ('bridge', 'bay bridge'), ('museum', 'science museum'), ('surfing', 'waters edge'), ('highly recommended', 'highly suggest'), ('arts', 'fine arts'), ('water fountain', 'water fountain'), ('exhibitions', 'interactive displays')]"
Ferry Building Marketplace,"['sea creature', 'animals', 'restaurant & food', 'exhibitions', 'bridge', 'performance', 'wines', 'shopping', 'ocean view', 'highly recommended']","[('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'coffee shop'), ('restaurant & food', 'restaurants bars'), ('restaurant & food', 'lunch dinner'), ('exhibitions', 'vast collection'), ('bridge', 'bay bridge'), ('performance', 'street vendors'), ('wines', 'wine beer'), ('shopping', 'shops restaurants'), ('ocean view', 'pacific coast'), ('restaurant & food', 'wine beer'), ('highly recommended', 'highly recommend'), ('shopping', 'shopping dining'), ('sea creature', 'sea lions'), ('animals', 'sea lions'), ('restaurant & food', 'fresh fish'), ('restaurant & food', 'fresh fish')]"
